pairnum,sex,zygosity,moed,faed,faminc,English1,English2,Math1,Math2
948,2,1,3,4,3,21,17,21,19
957,1,1,2,2,4,20,19,30,30
980,2,1,4,5,3,24,17,24,17
981,2,1,3,2,3,20,20,28,26
1002,1,1,2,3,4,26,21,33,27
1012,1,1, , ,1,17,11,13,12
1020,2,1,5,5,5,23,22,25,22
1026,2,1,1,1,1,8,3,10,10
1030,2,1,3,3, ,21,19,23,18
1051,2,1,3,3,3,22,22,27,18
1054,1,1,5,3,3,20,7,20,12
1080,2,1,2, , ,21,21,21,17
1109,1,1,2,1,1,18,17,13,11
1111,1,1,3,4,2,20,19,28,23
1124,1,1,4,3,2,21,17,21,12
1125,2,1,3,3,3,18,18,10,6
1133,2,1,4,3,2,19,18,18,13
1159,2,1,5,4,3,15,10,8,8
1165,1,1,3,4,3,16,15,30,24
1176,2,1,3,3,2,20,19,19,14
1181,1,1,2,2,1,16,10,20,17
1184,1,1,1,1,1,18,15,18,16
1191,2,1,3,3,4,17,12,31,20
1192,1,1,3,3,1,21,19,26,22
1213,2,1,3,5,2,17,14,11,10
1218,2,1,4,4,7,16,14,25,18
1230,2,1,4,6,6,26,23,24,20
1241,2,1,3,2,3,17,16,20,19
1256,1,1,3,3,1,14,6,18,14
1263,2,1,2,3, ,17,14,19,18
1288,2,1,3,3,2,16,11,12,7
1301,2,1,1,1,2,17,15,21,17
1307,2,1,3,3,2,26,17,20,13
1316,2,1,6,5,2,15,13,14,14
1333,1,1,3,3,4,23,21,31,28
1346,2,1,1,3, ,12,9,12,11
1358,1,1,5,5, ,18,16,26,20
1379,2,1,3,4,4,29,24,30,24
1417,1,1,4,6,6,20,20,32,24
1418,1,1,4,4,4,24,19,28,25
1426,2,1,2,1,2,18,17,14,13
1431,1,1,1,2,2,19,12,21,20
1442,1,1,3,5,4,24,20,30,22
1447,2,1,3,2,2,18,14,18,14
1456,1,1,4,5,5,29,24,35,34
1465,2,1,5,5,3,24,22,30,28
1470,2,1,1,1,1,13,13,12,10
1485,1,1,4,4,1,21,21,30,29
30,2,2,5,3,2,24,22,21,20
102,2,2,3,5,6,28,24,27,22
149,2,2,5,5,5,27,26,34,33
166,2,2,4,5,5,23,21,20,18
170,2,2,5,5,3,22,14,22,17
177,2,2,3,4,3,30,27,24,23
195,2,2,5,4,2,24,17,25,20
220,1,2,4,5,4,26,21,33,27
268,2,2,1,2,1,20,18,18,17
360,1,2,3,3,4,21,11,19,11
380,2,2,3,4,3,30,24,21,19
385,1,2,3,6,4,27,23,32,29
415,2,2,5,5,4,19,15,26,21
432,2,2,4,6,3,17,13,14,12
445,2,2,4,3,2,18,17,20,14
461,2,2,3,2,2,18,18,17,13
467,1,2,5,3,3,25,22,26,25
478,2,2,3,1,3,23,13,20,10
537,2,2,3,5,4,23,21,21,18
541,1,2,6,6,4,25,24,31,20
555,1,2,4,4,4,19,18,21,19
605,1,2,4,1,2,24,16,29,26
629,1,2,5,4,3,24,24,28,25
636,2,2,4,3,1,23,19,22,14
667,1,2,4,3,4,17,11,21,19
685,2,2,5,4,1,19,14,30,15
693,2,2,1,1, ,17,14,25,19
720,2,2,3,4,4,27,22,28,22
723,2,2,3,4,2,20,18,25,24
764,2,2,2,1,1,13,11,17,11
775,2,2,4,4,1,24,21,14,12
780,2,2,4,1,2,25,19,28,21
823,2,2,3,4,5,26,22,24,17
838,2,2,2,3,4,17,14,12,11
852,1,2,3,4,4,25,18,31,23
858,2,2,3,2,3,26,24,28,25
861,1,2,5,3,2,23,22,27,26
863,2,2,6,6,3,29,27,26,24
867,1,2,3,4,2,13,13,20,12
890,2,2,2,4,2,20,17,24,24
1022,1,2,3,3,7,24,18,27,20
1036,2,2,1,2,5,22,18,10,10
1062,1,2,3,4,4,25,22,33,21
1078,2,2,4,3,5,20,19,23,13
1107,1,2,3,4,2,24,20,24,20
1123,1,2,4,5,4,22,22,26,23
1127,2,2,4,4,2,16,11,8,3
1143,1,2,4,6,3,27,21,29,19
1154,1,2,6,3,3,17,12,18,13
1182,2,2,3,4,2,27,21,33,23
1248,2,2,5,2, ,18,14,14,6
1306,1,2,4,1,1,17,13,19,16
1327,1,2,5,5,4,22,21,22,20
1370,1,2,3,3,2,26,25,25,24
1392,2,2,3,2,5,19,17,22,17
1437,1,2,3,4,4,24,20,30,20
1468,2,2,3,4,2,22,16,20,20
1493,1,2,5,6,3,15,9,25,8
1495,1,2,4,3,2,24,24,28,20
1496,2,2,3,4,5,22,20,21,19
1500,1,2,1,4,2,23,17,29,24
1507,1,2,5,5, ,25,21,29,22
